task_id,operator_id,expected_time,simulated_time,expected_quality
task99_scenario2_136,in11,4,3,60
task100_scenario2_137,in11,4,5,60
task101_scenario3_138,in11,3,2,20
task102_scenario2_139,in11,4,3,60
task103_scenario2_140,in11,4,4,60
task104_scenario2_141,in11,4,3,60
task105_scenario4_142,in11,5,4,30
task106_scenario2_143,in11,4,4,60
task107_scenario1_144,in11,15,14,70
task108_scenario4_145,in11,5,6,30
task109_scenario1_147,in11,15,14,70
task110_scenario2_149,in11,4,6,60
task111_scenario4_150,in11,5,6,30
task112_scenario1_151,in11,15,16,70
task113_scenario2_152,in11,4,6,60
task114_scenario1_153,in11,15,15,70
task115_scenario2_154,in11,4,4,60
task116_scenario1_155,in11,15,14,70
task117_scenario2_156,in11,4,3,60
task118_scenario1_157,in11,15,16,70
task119_scenario1_158,in11,15,14,70
task120_scenario3_159,in11,3,3,20
task121_scenario1_161,in11,15,15,70
task122_scenario1_162,in11,15,15,70
task123_scenario3_163,in11,3,3,20
task124_scenario1_164,in11,15,13,70
task125_scenario4_165,in11,5,5,30
task126_scenario2_167,in11,4,3,60
task127_scenario1_168,in11,15,15,70
task128_scenario2_170,in11,4,4,60
task129_scenario1_172,in11,15,16,70
task130_scenario2_173,in11,4,4,60
task131_scenario2_175,in11,4,3,60
task132_scenario4_176,in11,5,7,30
task133_scenario2_180,in11,4,4,60
task134_scenario2_181,in11,4,4,60
task135_scenario2_182,in11,4,3,60
task136_scenario2_183,in11,4,5,60
task137_scenario3_184,in11,3,3,20
task138_scenario2_185,in11,4,4,60
task139_scenario1_186,in11,15,13,70
task140_scenario2_187,in11,4,4,60
task141_scenario2_188,in11,4,5,60
task142_scenario1_189,in11,15,15,70
task143_scenario2_190,in11,4,3,60
task144_scenario1_191,in11,15,14,70
task145_scenario2_192,in11,4,6,60
task146_scenario2_193,in11,4,5,60
task147_scenario4_194,in11,5,5,30
task148_scenario2_195,in11,4,3,60
task149_scenario1_196,in11,15,15,70
task150_scenario2_197,in11,4,5,60
task151_scenario1_198,in11,15,14,70
task152_scenario2_199,in11,4,5,60
task153_scenario1_200,in11,15,13,70
task154_scenario1_201,in11,15,15,70
task155_scenario2_202,in11,4,5,60
task156_scenario2_203,in11,4,3,60
task157_scenario1_204,in11,15,13,70
task158_scenario1_205,in11,15,16,70
task159_scenario1_206,in11,15,13,70
task160_scenario2_207,in11,4,4,60
task161_scenario1_208,in11,15,15,70
task162_scenario2_209,in11,4,4,60
task163_scenario1_210,in11,15,14,70
task164_scenario1_211,in11,15,14,70
task165_scenario2_212,in11,4,4,60
task166_scenario2_213,in11,4,5,60
task167_scenario1_214,in11,15,16,70
task168_scenario2_215,in11,4,4,60
task169_scenario2_216,in11,4,3,60
task170_scenario2_217,in11,4,6,60
task171_scenario1_218,in11,15,15,70
task172_scenario2_219,in11,4,5,60
task173_scenario3_220,in11,3,3,20
task174_scenario2_221,in11,4,4,60
task175_scenario1_222,in11,15,16,70
task176_scenario1_223,in11,15,15,70
task177_scenario4_224,in11,5,5,30
task178_scenario2_225,in11,4,5,60
task179_scenario3_226,in11,3,2,20
task180_scenario1_227,in11,15,15,70
task181_scenario1_228,in11,15,14,70
task182_scenario1_229,in11,15,13,70
task183_scenario2_230,in11,4,5,60
task184_scenario1_231,in11,15,16,70
task185_scenario1_232,in11,15,16,70
task186_scenario1_233,in11,15,15,70
task187_scenario1_234,in11,15,15,70
task188_scenario1_235,in11,15,14,70
task189_scenario2_236,in11,4,3,60
task190_scenario4_237,in11,5,5,30
task191_scenario2_238,in11,4,4,60
task192_scenario2_239,in11,4,2,60
task193_scenario1_240,in11,15,16,70
task194_scenario1_241,in11,15,15,70
task195_scenario2_242,in11,4,4,60
task196_scenario4_243,in11,5,4,30
task197_scenario4_244,in11,5,4,30
task198_scenario4_245,in11,5,5,30
task199_scenario2_246,in11,4,3,60
task200_scenario2_247,in11,4,2,60
task201_scenario2_248,in11,4,4,60
task202_scenario2_249,in11,4,4,60
task203_scenario2_250,in11,4,4,60
task204_scenario2_251,in11,4,3,60
task205_scenario1_252,in11,15,14,70
task206_scenario1_253,in11,15,13,70
task207_scenario2_254,in11,4,2,60
task208_scenario1_255,in11,15,14,70
task209_scenario2_256,in11,4,5,60
task210_scenario4_257,in11,5,5,30
task211_scenario1_258,in11,15,15,70
task212_scenario2_259,in11,4,4,60
task213_scenario1_260,in11,15,12,70
task214_scenario1_261,in11,15,14,70
task215_scenario1_262,in11,15,13,70
task216_scenario2_263,in11,4,4,60
task217_scenario1_264,in11,15,15,70
task218_scenario1_265,in11,15,13,70
task219_scenario2_266,in11,4,3,60
task220_scenario2_267,in11,4,4,60
task221_scenario2_268,in11,4,4,60
task222_scenario2_269,in11,4,3,60
task223_scenario2_271,in11,4,4,60
task224_scenario1_273,in11,15,13,70
task225_scenario1_274,in11,15,15,70
task226_scenario1_275,in11,15,15,70
task227_scenario4_276,in11,5,4,30
task228_scenario2_278,in11,4,2,60
task229_scenario1_279,in11,15,14,70
task230_scenario3_282,in11,3,5,20
task231_scenario1_283,in11,15,15,70
task232_scenario1_284,in11,15,16,70
task233_scenario4_285,in11,5,6,30
task234_scenario2_286,in11,4,4,60
task235_scenario1_287,in11,15,16,70
task236_scenario3_290,in11,3,3,20
task237_scenario2_291,in11,4,4,60
task238_scenario1_292,in11,15,15,70
task239_scenario1_293,in11,15,15,70
task240_scenario1_294,in11,15,15,70
task241_scenario1_295,in11,15,13,70
task242_scenario1_297,in11,15,15,70
task243_scenario4_299,in11,5,3,30
task244_scenario1_300,in11,15,15,70
task245_scenario4_301,in11,5,5,30
task246_scenario1_303,in11,15,17,70
task247_scenario1_304,in11,15,15,70
task248_scenario4_305,in11,5,4,30
task249_scenario1_306,in11,15,15,70
task250_scenario4_307,in11,5,6,30
task251_scenario1_308,in11,15,16,70
task252_scenario1_310,in11,15,15,70
task253_scenario1_311,in11,15,15,70
task254_scenario2_313,in11,4,4,60
task255_scenario2_314,in11,4,4,60
task256_scenario1_315,in11,15,15,70
task257_scenario2_316,in11,4,4,60
task258_scenario1_317,in11,15,15,70
task259_scenario3_318,in11,3,4,20
task260_scenario2_319,in11,4,3,60
task261_scenario1_320,in11,15,15,70
task262_scenario2_322,in11,4,2,60
task263_scenario1_323,in11,15,16,70
task264_scenario2_324,in11,4,3,60
task265_scenario1_325,in11,15,13,70
task266_scenario1_326,in11,15,14,70
task267_scenario2_328,in11,4,5,60
task268_scenario2_329,in11,4,3,60
task269_scenario1_330,in11,15,14,70
task270_scenario2_331,in11,4,6,60
task271_scenario1_332,in11,15,15,70
task272_scenario2_334,in11,4,5,60
task273_scenario1_335,in11,15,15,70
task274_scenario2_336,in11,4,3,60
task275_scenario4_337,in11,5,5,30
task276_scenario2_338,in11,4,2,60
task277_scenario2_339,in11,4,4,60
task278_scenario1_340,in11,15,16,70
task279_scenario4_341,in11,5,5,30
task280_scenario1_342,in11,15,15,70
task281_scenario1_343,in11,15,14,70
task282_scenario2_344,in11,4,4,60
task283_scenario2_345,in11,4,4,60
task284_scenario2_346,in11,4,2,60
task285_scenario3_347,in11,3,3,20
task286_scenario4_349,in11,5,4,30
task287_scenario4_351,in11,5,7,30
task288_scenario1_352,in11,15,15,70
task289_scenario1_353,in11,15,16,70
task290_scenario2_354,in11,4,4,60
task291_scenario3_356,in11,3,2,20
task292_scenario1_357,in11,15,15,70
task293_scenario4_359,in11,5,6,30
task0_scenario2_1,in22,3,5,60
task1_scenario1_2,in22,10,9,70
task2_scenario1_3,in22,10,10,70
task3_scenario1_6,in22,10,9,70
task4_scenario2_10,in22,3,2,60
task5_scenario2_11,in22,3,2,60
task6_scenario1_13,in22,10,11,70
task7_scenario1_14,in22,10,9,70
task8_scenario1_15,in22,10,10,70
task9_scenario1_16,in22,10,11,70
task10_scenario4_17,in22,7,7,30
task11_scenario2_18,in22,3,6,60
task12_scenario1_19,in22,10,10,70
task13_scenario1_20,in22,10,12,70
task14_scenario2_24,in22,3,4,60
task15_scenario2_25,in22,3,4,60
task16_scenario2_26,in22,3,4,60
task17_scenario1_30,in22,10,11,70
task18_scenario2_31,in22,3,3,60
task19_scenario2_32,in22,3,2,60
task20_scenario1_33,in22,10,10,70
task21_scenario1_35,in22,10,10,70
task22_scenario2_36,in22,3,3,60
task23_scenario2_37,in22,3,5,60
task24_scenario2_40,in22,3,3,60
task25_scenario2_41,in22,3,3,60
task26_scenario1_43,in22,10,10,70
task27_scenario1_44,in22,10,9,70
task28_scenario1_45,in22,10,11,70
task29_scenario1_46,in22,10,11,70
task30_scenario1_48,in22,10,9,70
task31_scenario2_50,in22,3,4,60
task32_scenario1_51,in22,10,9,70
task33_scenario1_52,in22,10,10,70
task34_scenario1_54,in22,10,9,70
task35_scenario1_55,in22,10,8,70
task36_scenario1_56,in22,10,12,70
task37_scenario2_57,in22,3,4,60
task38_scenario2_58,in22,3,4,60
task39_scenario3_59,in22,5,5,20
task40_scenario1_60,in22,10,11,70
task41_scenario1_61,in22,10,10,70
task42_scenario1_62,in22,10,11,70
task43_scenario1_63,in22,10,10,70
task44_scenario1_64,in22,10,11,70
task45_scenario2_66,in22,3,3,60
task46_scenario2_67,in22,3,4,60
task47_scenario4_68,in22,7,7,30
task48_scenario2_69,in22,3,4,60
task49_scenario2_70,in22,3,4,60
task50_scenario1_71,in22,10,9,70
task51_scenario2_72,in22,3,4,60
task52_scenario1_73,in22,10,9,70
task53_scenario1_74,in22,10,10,70
task54_scenario1_75,in22,10,10,70
task55_scenario1_76,in22,10,12,70
task56_scenario1_77,in22,10,11,70
task57_scenario1_79,in22,10,9,70
task58_scenario1_80,in22,10,12,70
task59_scenario1_82,in22,10,11,70
task60_scenario1_83,in22,10,12,70
task61_scenario2_84,in22,3,2,60
task62_scenario1_86,in22,10,10,70
task63_scenario2_87,in22,3,3,60
task64_scenario1_89,in22,10,10,70
task65_scenario1_90,in22,10,11,70
task66_scenario1_91,in22,10,10,70
task67_scenario2_92,in22,3,5,60
task68_scenario1_93,in22,10,11,70
task69_scenario2_94,in22,3,5,60
task70_scenario1_95,in22,10,11,70
task71_scenario2_96,in22,3,3,60
task72_scenario2_97,in22,3,4,60
task73_scenario1_98,in22,10,10,70
task74_scenario1_101,in22,10,8,70
task75_scenario1_102,in22,10,10,70
task76_scenario2_104,in22,3,4,60
task77_scenario1_105,in22,10,10,70
task78_scenario1_106,in22,10,9,70
task79_scenario2_108,in22,3,3,60
task80_scenario1_110,in22,10,10,70
task81_scenario3_111,in22,5,5,20
task82_scenario1_112,in22,10,11,70
task83_scenario2_113,in22,3,3,60
task84_scenario1_115,in22,10,10,70
task85_scenario2_116,in22,3,3,60
task86_scenario1_117,in22,10,10,70
task87_scenario1_118,in22,10,10,70
task88_scenario3_119,in22,5,5,20
task89_scenario4_120,in22,7,7,30
task90_scenario2_121,in22,3,3,60
task91_scenario4_122,in22,7,6,30
task92_scenario1_123,in22,10,11,70
task93_scenario1_124,in22,10,10,70
task94_scenario1_125,in22,10,9,70
task95_scenario2_127,in22,3,2,60
task96_scenario2_128,in22,3,3,60
task97_scenario1_132,in22,10,10,70
task98_scenario1_134,in22,10,11,70
task99_scenario2_136,in22,3,3,60
task100_scenario2_137,in22,3,3,60
task101_scenario3_138,in22,5,5,20
task102_scenario2_139,in22,3,4,60
task103_scenario2_140,in22,3,4,60
task104_scenario2_141,in22,3,5,60
task105_scenario4_142,in22,7,6,30
task106_scenario2_143,in22,3,4,60
task107_scenario1_144,in22,10,11,70
task108_scenario4_145,in22,7,6,30
task109_scenario1_147,in22,10,10,70
task110_scenario2_149,in22,3,3,60
task111_scenario4_150,in22,7,5,30
task112_scenario1_151,in22,10,12,70
task113_scenario2_152,in22,3,4,60
task114_scenario1_153,in22,10,12,70
task115_scenario2_154,in22,3,5,60
task116_scenario1_155,in22,10,10,70
task117_scenario2_156,in22,3,4,60
task118_scenario1_157,in22,10,11,70
task119_scenario1_158,in22,10,10,70
task120_scenario3_159,in22,5,4,20
task121_scenario1_161,in22,10,11,70
task122_scenario1_162,in22,10,10,70
task123_scenario3_163,in22,5,5,20
task124_scenario1_164,in22,10,10,70
task125_scenario4_165,in22,7,8,30
task126_scenario2_167,in22,3,3,60
task127_scenario1_168,in22,10,10,70
task128_scenario2_170,in22,3,2,60
task129_scenario1_172,in22,10,9,70
task130_scenario2_173,in22,3,2,60
task131_scenario2_175,in22,3,4,60
task132_scenario4_176,in22,7,7,30
task133_scenario2_180,in22,3,4,60
task134_scenario2_181,in22,3,2,60
task135_scenario2_182,in22,3,4,60
task136_scenario2_183,in22,3,4,60
task137_scenario3_184,in22,5,5,20
task138_scenario2_185,in22,3,5,60
task139_scenario1_186,in22,10,12,70
task140_scenario2_187,in22,3,3,60
task141_scenario2_188,in22,3,3,60
task142_scenario1_189,in22,10,10,70
task143_scenario2_190,in22,3,2,60
task144_scenario1_191,in22,10,10,70
task145_scenario2_192,in22,3,2,60
task146_scenario2_193,in22,3,3,60
task147_scenario4_194,in22,7,7,30
task148_scenario2_195,in22,3,2,60
task149_scenario1_196,in22,10,11,70
task150_scenario2_197,in22,3,4,60
task151_scenario1_198,in22,10,10,70
task152_scenario2_199,in22,3,4,60
task153_scenario1_200,in22,10,11,70
task154_scenario1_201,in22,10,9,70
task155_scenario2_202,in22,3,2,60
task156_scenario2_203,in22,3,4,60
task157_scenario1_204,in22,10,10,70
task158_scenario1_205,in22,10,11,70
task159_scenario1_206,in22,10,11,70
task160_scenario2_207,in22,3,4,60
task161_scenario1_208,in22,10,9,70
task162_scenario2_209,in22,3,5,60
task163_scenario1_210,in22,10,10,70
task164_scenario1_211,in22,10,10,70
task165_scenario2_212,in22,3,2,60
task166_scenario2_213,in22,3,2,60
task167_scenario1_214,in22,10,11,70
task168_scenario2_215,in22,3,3,60
task169_scenario2_216,in22,3,3,60
task170_scenario2_217,in22,3,3,60
task171_scenario1_218,in22,10,9,70
task172_scenario2_219,in22,3,4,60
task173_scenario3_220,in22,5,6,20
task174_scenario2_221,in22,3,3,60
task175_scenario1_222,in22,10,12,70
task176_scenario1_223,in22,10,10,70
task177_scenario4_224,in22,7,7,30
task178_scenario2_225,in22,3,2,60
task179_scenario3_226,in22,5,7,20
task180_scenario1_227,in22,10,11,70
task181_scenario1_228,in22,10,10,70
task182_scenario1_229,in22,10,12,70
task183_scenario2_230,in22,3,2,60
task184_scenario1_231,in22,10,10,70
task185_scenario1_232,in22,10,11,70
task186_scenario1_233,in22,10,11,70
task187_scenario1_234,in22,10,13,70
task188_scenario1_235,in22,10,12,70
task189_scenario2_236,in22,3,1,60
task190_scenario4_237,in22,7,8,30
task191_scenario2_238,in22,3,2,60
task192_scenario2_239,in22,3,4,60
task193_scenario1_240,in22,10,9,70
task194_scenario1_241,in22,10,10,70
task195_scenario2_242,in22,3,2,60
task196_scenario4_243,in22,7,7,30
task197_scenario4_244,in22,7,5,30
task198_scenario4_245,in22,7,8,30
task199_scenario2_246,in22,3,4,60
task200_scenario2_247,in22,3,3,60
task201_scenario2_248,in22,3,3,60
task202_scenario2_249,in22,3,3,60
task203_scenario2_250,in22,3,4,60
task204_scenario2_251,in22,3,4,60
task205_scenario1_252,in22,10,11,70
task206_scenario1_253,in22,10,11,70
task207_scenario2_254,in22,3,2,60
task208_scenario1_255,in22,10,11,70
task209_scenario2_256,in22,3,3,60
task210_scenario4_257,in22,7,6,30
task211_scenario1_258,in22,10,9,70
task212_scenario2_259,in22,3,4,60
task213_scenario1_260,in22,10,10,70
task214_scenario1_261,in22,10,11,70
task215_scenario1_262,in22,10,12,70
task216_scenario2_263,in22,3,3,60
task217_scenario1_264,in22,10,10,70
task218_scenario1_265,in22,10,10,70
task219_scenario2_266,in22,3,3,60
task220_scenario2_267,in22,3,2,60
task221_scenario2_268,in22,3,2,60
task222_scenario2_269,in22,3,4,60
task223_scenario2_271,in22,3,3,60
task224_scenario1_273,in22,10,9,70
task225_scenario1_274,in22,10,11,70
task226_scenario1_275,in22,10,10,70
task227_scenario4_276,in22,7,8,30
task228_scenario2_278,in22,3,2,60
task229_scenario1_279,in22,10,11,70
task230_scenario3_282,in22,5,5,20
task231_scenario1_283,in22,10,11,70
task232_scenario1_284,in22,10,11,70
task233_scenario4_285,in22,7,7,30
task234_scenario2_286,in22,3,3,60
task235_scenario1_287,in22,10,9,70
task236_scenario3_290,in22,5,6,20
task237_scenario2_291,in22,3,2,60
task238_scenario1_292,in22,10,10,70
task239_scenario1_293,in22,10,11,70
task240_scenario1_294,in22,10,9,70
task241_scenario1_295,in22,10,10,70
task242_scenario1_297,in22,10,9,70
task243_scenario4_299,in22,7,7,30
task244_scenario1_300,in22,10,11,70
task245_scenario4_301,in22,7,8,30
task246_scenario1_303,in22,10,11,70
task247_scenario1_304,in22,10,10,70
task248_scenario4_305,in22,7,7,30
task249_scenario1_306,in22,10,10,70
task250_scenario4_307,in22,7,6,30
task251_scenario1_308,in22,10,10,70
task252_scenario1_310,in22,10,8,70
task253_scenario1_311,in22,10,9,70
task254_scenario2_313,in22,3,2,60
task255_scenario2_314,in22,3,5,60
task256_scenario1_315,in22,10,12,70
task257_scenario2_316,in22,3,4,60
task258_scenario1_317,in22,10,8,70
task259_scenario3_318,in22,5,5,20
task260_scenario2_319,in22,3,4,60
task261_scenario1_320,in22,10,10,70
task262_scenario2_322,in22,3,4,60
task263_scenario1_323,in22,10,11,70
task264_scenario2_324,in22,3,3,60
task265_scenario1_325,in22,10,11,70
task266_scenario1_326,in22,10,10,70
task267_scenario2_328,in22,3,3,60
task268_scenario2_329,in22,3,2,60
task269_scenario1_330,in22,10,11,70
task270_scenario2_331,in22,3,4,60
task271_scenario1_332,in22,10,10,70
task272_scenario2_334,in22,3,4,60
task273_scenario1_335,in22,10,9,70
task274_scenario2_336,in22,3,3,60
task275_scenario4_337,in22,7,8,30
task276_scenario2_338,in22,3,3,60
task277_scenario2_339,in22,3,3,60
task278_scenario1_340,in22,10,9,70
task279_scenario4_341,in22,7,8,30
task280_scenario1_342,in22,10,11,70
task281_scenario1_343,in22,10,10,70
task282_scenario2_344,in22,3,2,60
task283_scenario2_345,in22,3,4,60
task284_scenario2_346,in22,3,3,60
task285_scenario3_347,in22,5,4,20
task286_scenario4_349,in22,7,8,30
task287_scenario4_351,in22,7,5,30
task288_scenario1_352,in22,10,10,70
task289_scenario1_353,in22,10,11,70
task290_scenario2_354,in22,3,3,60
task291_scenario3_356,in22,5,5,20
task292_scenario1_357,in22,10,8,70
task293_scenario4_359,in22,7,6,30
task0_scenario2_1,B16,3,4,60
task1_scenario1_2,B16,7,7,70
task2_scenario1_3,B16,7,7,70
task3_scenario1_6,B16,7,7,70
task4_scenario2_10,B16,3,3,60
task5_scenario2_11,B16,3,3,60
task6_scenario1_13,B16,7,6,70
task7_scenario1_14,B16,7,8,70
task8_scenario1_15,B16,7,7,70
task9_scenario1_16,B16,7,6,70
task10_scenario4_17,B16,6,6,30
task11_scenario2_18,B16,3,1,60
task12_scenario1_19,B16,7,7,70
task13_scenario1_20,B16,7,8,70
task14_scenario2_24,B16,3,4,60
task15_scenario2_25,B16,3,3,60
task16_scenario2_26,B16,3,2,60
task17_scenario1_30,B16,7,8,70
task18_scenario2_31,B16,3,3,60
task19_scenario2_32,B16,3,2,60
task20_scenario1_33,B16,7,8,70
task21_scenario1_35,B16,7,6,70
task22_scenario2_36,B16,3,1,60
task23_scenario2_37,B16,3,2,60
task24_scenario2_40,B16,3,1,60
task25_scenario2_41,B16,3,1,60
task26_scenario1_43,B16,7,7,70
task27_scenario1_44,B16,7,7,70
task28_scenario1_45,B16,7,7,70
task29_scenario1_46,B16,7,7,70
task30_scenario1_48,B16,7,7,70
task31_scenario2_50,B16,3,1,60
task32_scenario1_51,B16,7,5,70
task33_scenario1_52,B16,7,7,70
task34_scenario1_54,B16,7,7,70
task35_scenario1_55,B16,7,7,70
task36_scenario1_56,B16,7,7,70
task37_scenario2_57,B16,3,3,60
task38_scenario2_58,B16,3,2,60
task39_scenario3_59,B16,6,6,20
task40_scenario1_60,B16,7,6,70
task41_scenario1_61,B16,7,7,70
task42_scenario1_62,B16,7,7,70
task43_scenario1_63,B16,7,7,70
task44_scenario1_64,B16,7,10,70
task45_scenario2_66,B16,3,3,60
task46_scenario2_67,B16,3,4,60
task47_scenario4_68,B16,6,6,30
task48_scenario2_69,B16,3,2,60
task49_scenario2_70,B16,3,3,60
task50_scenario1_71,B16,7,6,70
task51_scenario2_72,B16,3,4,60
task52_scenario1_73,B16,7,6,70
task53_scenario1_74,B16,7,7,70
task54_scenario1_75,B16,7,7,70
task55_scenario1_76,B16,7,8,70
task56_scenario1_77,B16,7,9,70
task57_scenario1_79,B16,7,6,70
task58_scenario1_80,B16,7,9,70
task59_scenario1_82,B16,7,6,70
task60_scenario1_83,B16,7,7,70
task61_scenario2_84,B16,3,3,60
task62_scenario1_86,B16,7,8,70
task63_scenario2_87,B16,3,1,60
task64_scenario1_89,B16,7,6,70
task65_scenario1_90,B16,7,8,70
task66_scenario1_91,B16,7,4,70
task67_scenario2_92,B16,3,2,60
task68_scenario1_93,B16,7,6,70
task69_scenario2_94,B16,3,4,60
task70_scenario1_95,B16,7,5,70
task71_scenario2_96,B16,3,4,60
task72_scenario2_97,B16,3,2,60
task73_scenario1_98,B16,7,9,70
task74_scenario1_101,B16,7,8,70
task75_scenario1_102,B16,7,7,70
task76_scenario2_104,B16,3,4,60
task77_scenario1_105,B16,7,6,70
task78_scenario1_106,B16,7,7,70
task79_scenario2_108,B16,3,1,60
task80_scenario1_110,B16,7,7,70
task81_scenario3_111,B16,6,6,20
task82_scenario1_112,B16,7,7,70
task83_scenario2_113,B16,3,1,60
task84_scenario1_115,B16,7,8,70
task85_scenario2_116,B16,3,2,60
task86_scenario1_117,B16,7,8,70
task87_scenario1_118,B16,7,7,70
task88_scenario3_119,B16,6,6,20
task89_scenario4_120,B16,6,8,30
task90_scenario2_121,B16,3,3,60
task91_scenario4_122,B16,6,7,30
task92_scenario1_123,B16,7,7,70
task93_scenario1_124,B16,7,7,70
task94_scenario1_125,B16,7,7,70
task95_scenario2_127,B16,3,2,60
task96_scenario2_128,B16,3,3,60
task97_scenario1_132,B16,7,8,70
task98_scenario1_134,B16,7,9,70
task99_scenario2_136,B16,3,3,60
task100_scenario2_137,B16,3,2,60
task101_scenario3_138,B16,6,7,20
task102_scenario2_139,B16,3,2,60
task103_scenario2_140,B16,3,3,60
task104_scenario2_141,B16,3,3,60
task105_scenario4_142,B16,6,4,30
task106_scenario2_143,B16,3,3,60
task107_scenario1_144,B16,7,8,70
task108_scenario4_145,B16,6,7,30
task109_scenario1_147,B16,7,7,70
task110_scenario2_149,B16,3,3,60
task111_scenario4_150,B16,6,8,30
task112_scenario1_151,B16,7,8,70
task113_scenario2_152,B16,3,4,60
task114_scenario1_153,B16,7,8,70
task115_scenario2_154,B16,3,1,60
task116_scenario1_155,B16,7,7,70
task117_scenario2_156,B16,3,2,60
task118_scenario1_157,B16,7,7,70
task119_scenario1_158,B16,7,7,70
task120_scenario3_159,B16,6,6,20
task121_scenario1_161,B16,7,6,70
task122_scenario1_162,B16,7,8,70
task123_scenario3_163,B16,6,6,20
task124_scenario1_164,B16,7,8,70
task125_scenario4_165,B16,6,6,30
task126_scenario2_167,B16,3,3,60
task127_scenario1_168,B16,7,8,70
task128_scenario2_170,B16,3,2,60
task129_scenario1_172,B16,7,7,70
task130_scenario2_173,B16,3,4,60
task131_scenario2_175,B16,3,3,60
task132_scenario4_176,B16,6,5,30
task133_scenario2_180,B16,3,3,60
task134_scenario2_181,B16,3,4,60
task135_scenario2_182,B16,3,4,60
task136_scenario2_183,B16,3,4,60
task137_scenario3_184,B16,6,7,20
task138_scenario2_185,B16,3,3,60
task139_scenario1_186,B16,7,6,70
task140_scenario2_187,B16,3,2,60
task141_scenario2_188,B16,3,3,60
task142_scenario1_189,B16,7,8,70
task143_scenario2_190,B16,3,2,60
task144_scenario1_191,B16,7,9,70
task145_scenario2_192,B16,3,4,60
task146_scenario2_193,B16,3,1,60
task147_scenario4_194,B16,6,7,30
task148_scenario2_195,B16,3,1,60
task149_scenario1_196,B16,7,7,70
task150_scenario2_197,B16,3,2,60
task151_scenario1_198,B16,7,6,70
task152_scenario2_199,B16,3,2,60
task153_scenario1_200,B16,7,6,70
task154_scenario1_201,B16,7,7,70
task155_scenario2_202,B16,3,3,60
task156_scenario2_203,B16,3,4,60
task157_scenario1_204,B16,7,8,70
task158_scenario1_205,B16,7,7,70
task159_scenario1_206,B16,7,5,70
task160_scenario2_207,B16,3,2,60
task161_scenario1_208,B16,7,6,70
task162_scenario2_209,B16,3,2,60
task163_scenario1_210,B16,7,7,70
task164_scenario1_211,B16,7,7,70
task165_scenario2_212,B16,3,2,60
task166_scenario2_213,B16,3,3,60
task167_scenario1_214,B16,7,8,70
task168_scenario2_215,B16,3,3,60
task169_scenario2_216,B16,3,2,60
task170_scenario2_217,B16,3,3,60
task171_scenario1_218,B16,7,8,70
task172_scenario2_219,B16,3,3,60
task173_scenario3_220,B16,6,9,20
task174_scenario2_221,B16,3,5,60
task175_scenario1_222,B16,7,7,70
task176_scenario1_223,B16,7,6,70
task177_scenario4_224,B16,6,7,30
task178_scenario2_225,B16,3,2,60
task179_scenario3_226,B16,6,8,20
task180_scenario1_227,B16,7,7,70
task181_scenario1_228,B16,7,7,70
task182_scenario1_229,B16,7,9,70
task183_scenario2_230,B16,3,1,60
task184_scenario1_231,B16,7,7,70
task185_scenario1_232,B16,7,8,70
task186_scenario1_233,B16,7,6,70
task187_scenario1_234,B16,7,8,70
task188_scenario1_235,B16,7,6,70
task189_scenario2_236,B16,3,2,60
task190_scenario4_237,B16,6,6,30
task191_scenario2_238,B16,3,4,60
task192_scenario2_239,B16,3,3,60
task193_scenario1_240,B16,7,7,70
task194_scenario1_241,B16,7,8,70
task195_scenario2_242,B16,3,2,60
task196_scenario4_243,B16,6,8,30
task197_scenario4_244,B16,6,6,30
task198_scenario4_245,B16,6,5,30
task199_scenario2_246,B16,3,3,60
task200_scenario2_247,B16,3,2,60
task201_scenario2_248,B16,3,1,60
task202_scenario2_249,B16,3,3,60
task203_scenario2_250,B16,3,3,60
task204_scenario2_251,B16,3,2,60
task205_scenario1_252,B16,7,6,70
task206_scenario1_253,B16,7,7,70
task207_scenario2_254,B16,3,4,60
task208_scenario1_255,B16,7,7,70
task209_scenario2_256,B16,3,3,60
task210_scenario4_257,B16,6,5,30
task211_scenario1_258,B16,7,9,70
task212_scenario2_259,B16,3,3,60
task213_scenario1_260,B16,7,6,70
task214_scenario1_261,B16,7,6,70
task215_scenario1_262,B16,7,6,70
task216_scenario2_263,B16,3,3,60
task217_scenario1_264,B16,7,8,70
task218_scenario1_265,B16,7,7,70
task219_scenario2_266,B16,3,4,60
task220_scenario2_267,B16,3,4,60
task221_scenario2_268,B16,3,3,60
task222_scenario2_269,B16,3,3,60
task223_scenario2_271,B16,3,2,60
task224_scenario1_273,B16,7,9,70
task225_scenario1_274,B16,7,8,70
task226_scenario1_275,B16,7,7,70
task227_scenario4_276,B16,6,6,30
task228_scenario2_278,B16,3,2,60
task229_scenario1_279,B16,7,8,70
task230_scenario3_282,B16,6,6,20
task231_scenario1_283,B16,7,8,70
task232_scenario1_284,B16,7,7,70
task233_scenario4_285,B16,6,7,30
task234_scenario2_286,B16,3,3,60
task235_scenario1_287,B16,7,7,70
task236_scenario3_290,B16,6,6,20
task237_scenario2_291,B16,3,2,60
task238_scenario1_292,B16,7,7,70
task239_scenario1_293,B16,7,5,70
task240_scenario1_294,B16,7,7,70
task241_scenario1_295,B16,7,7,70
task242_scenario1_297,B16,7,7,70
task243_scenario4_299,B16,6,6,30
task244_scenario1_300,B16,7,7,70
task245_scenario4_301,B16,6,6,30
